user_id,anime_id,rating,user_index,anime_index
2,35581,0.8,2,145
2,5040,0.9,2,146
2,30276,0.9,2,117
2,34134,0.9,2,118
2,11499,0.7,2,147
2,29786,0.8,2,148
2,16498,0.9,2,129
2,28171,0.9,2,132
2,9253,0.9,2,105
2,3455,0.8,2,149
2,22319,0.8,2,150
2,5762,0.7,2,151
2,34933,0.8,2,152
2,26055,0.9,2,153
2,7661,0.8,2,154
2,14719,0.9,2,155
2,20899,0.9,2,156
2,35028,0.8,2,157
2,368,0.8,2,158
2,31964,0.8,2,65
2,33486,0.9,2,66
2,31740,0.7,2,159
2,1575,0.9,2,70
2,1535,1.0,2,83
2,28223,0.8,2,160
2,226,0.8,2,161
2,38671,0.8,2,77
2,2904,1.0,2,162
2,15,0.9,2,163
2,71,0.8,2,164
2,263,1.0,2,165
2,270,0.9,2,166
2,24703,0.8,2,167
2,15451,0.9,2,168
2,8074,0.6,2,169
2,11061,1.0,2,43
2,34542,0.7,2,170
2,32872,0.7,2,171
2,28961,0.7,2,172
3,25835,0.8,3,173
3,28171,0.8,3,132
3,32282,0.8,3,112
3,35788,0.9,3,123
3,9253,0.9,3,105
3,5958,0.8,3,174
3,8407,0.8,3,175
3,2418,0.8,3,176
3,29786,0.7,3,148
3,18277,0.7,3,177
3,9863,0.9,3,178
3,23273,0.8,3,85
3,37450,0.9,3,134
3,2104,0.8,3,179
3,18119,0.8,3,180
3,38787,0.7,3,181
3,4063,0.7,3,182
3,20847,0.8,3,183
3,8675,0.8,3,184
3,10464,0.8,3,185
3,5909,0.8,3,186
3,5681,0.9,3,187
3,6500,0.6,3,188
3,11499,0.7,3,147
3,205,0.9,3,189
3,38759,0.7,3,190
3,29758,0.3,3,191
3,25157,0.7,3,192
3,35790,0.9,3,193
3,5300,0.8,3,194
3,14075,0.8,3,195
3,1195,0.7,3,196
3,18677,0.7,3,197
3,35507,0.8,3,88
3,28677,0.7,3,198
3,23847,0.8,3,91
3,14813,0.8,3,94
3,33094,0.7,3,199
3,35968,0.9,3,200
3,10521,0.7,3,201
3,6956,0.7,3,202
3,16742,0.7,3,203
3,2608,0.8,3,204
3,27387,0.7,3,205
3,34902,0.8,3,206
3,28025,0.8,3,207
3,2129,0.7,3,208
3,13759,0.8,3,124
3,26443,0.6,3,209
3,4224,0.8,3,98
3,18139,0.7,3,210
3,14227,0.9,3,211
3,16011,0.7,3,212
3,4654,0.7,3,213
3,28979,0.7,3,214
3,13663,0.7,3,215
3,32093,0.8,3,216
3,131,0.8,3,217
3,28617,0.7,3,218
3,23277,0.7,3,219
3,18095,0.7,3,220
3,30503,0.8,3,221
3,20507,0.8,3,222
3,6023,0.6,3,223
3,3467,0.7,3,224
3,19815,0.8,3,116
3,11597,0.8,3,225
3,27787,0.7,3,226
3,15315,0.8,3,227
3,17074,0.8,3,228
3,30307,0.7,3,229
3,31442,0.7,3,230
3,6512,0.7,3,231
3,16067,0.9,3,232
3,5597,0.7,3,233
3,6712,0.7,3,234
3,4081,0.8,3,235
3,10379,0.8,3,236
3,12467,0.7,3,237
3,30,0.8,3,238
3,36038,0.7,3,239
3,31404,0.7,3,240
3,31953,0.8,3,241
3,10165,0.9,3,242
3,3673,0.7,3,243
3,18897,0.8,3,244
3,23755,0.7,3,144
3,30727,0.8,3,245
3,28819,0.7,3,246
3,6324,0.6,3,247
3,20709,0.7,3,248
3,2993,0.7,3,249
3,22865,0.7,3,250
3,32951,0.7,3,251
3,30015,0.8,3,252
3,6675,0.9,3,253
3,31240,0.9,3,121
3,30296,0.7,3,254
3,10611,0.7,3,255
3,13601,0.9,3,256
3,30240,0.8,3,257
3,35240,0.8,3,258
3,32603,0.7,3,259
3,6201,0.6,3,260
3,5682,0.8,3,261
3,31645,0.7,3,262
3,10588,0.8,3,263
3,21473,0.8,3,264
3,8795,0.8,3,265
3,26243,0.7,3,266
3,29803,0.8,3,267
3,8769,0.7,3,268
3,28297,0.8,3,269
3,25099,0.7,3,270
3,14199,0.6,3,271
3,30276,0.8,3,117
3,10711,0.8,3,272
3,19221,0.8,3,273
3,32542,0.8,3,274
3,8424,0.7,3,275
3,23199,0.8,3,276
3,6746,0.8,3,277
3,37982,0.7,3,278
3,3702,0.8,3,279
3,9379,0.7,3,280
3,24031,0.8,3,281
3,33988,0.8,3,282
3,28223,0.7,3,160
3,6880,0.7,3,283
3,27831,0.7,3,284
3,19163,0.7,3,285
3,6573,0.7,3,286
3,2025,0.7,3,287
3,11843,0.8,3,288
3,16592,0.8,3,289
3,33028,0.8,3,290
3,32189,0.8,3,291
3,34103,0.8,3,292
3,12549,0.7,3,293
3,20031,0.7,3,294
3,15583,0.7,3,295
3,226,0.9,3,161
3,32901,0.6,3,296
3,28221,0.6,3,297
3,14811,0.7,3,298
3,19363,0.9,3,299
3,16918,0.9,3,300
3,18465,0.8,3,301
3,2508,0.8,3,302
3,240,0.8,3,303
3,23289,0.8,3,304
3,28907,0.8,3,305
3,32071,0.7,3,306
3,25183,0.7,3,307
3,24765,0.7,3,308
3,33731,0.8,3,309
3,4725,0.7,3,310
3,73,0.8,3,311
3,71,0.7,3,164
3,9367,0.7,3,312
3,31376,0.7,3,313
3,227,0.8,3,314
3,11741,0.9,3,315
3,10087,0.8,3,316
3,27821,0.8,3,317
3,1,0.9,3,318
3,1575,0.8,3,70
3,2167,0.8,3,319
3,14741,0.8,3,320
3,6166,0.7,3,321
3,7647,0.8,3,322
3,33506,0.8,3,323
3,9919,0.8,3,62
3,11111,0.8,3,324
3,11433,0.9,3,325
3,9989,0.8,3,326
3,6547,0.8,3,61
3,22147,0.8,3,327
3,32828,0.8,3,328
3,22729,0.7,3,329
3,47,0.9,3,330
3,4744,0.7,3,331
3,22199,0.7,3,127
3,32323,0.7,3,332
3,34881,0.8,3,333
3,1292,0.8,3,334
3,12291,0.7,3,335
3,25397,0.6,3,336
3,32998,0.8,3,337
3,31646,0.9,3,338
3,4999,0.6,3,339
3,21431,0.6,3,340
3,66,0.9,3,341
3,2251,0.9,3,342
3,28999,0.8,3,343
3,10578,0.6,3,344
3,5356,0.7,3,345
3,1689,0.8,3,13
3,14345,0.8,3,346
3,38186,0.7,3,347
3,14967,0.8,3,348
3,10719,0.7,3,349
3,31043,0.7,3,64
3,11633,0.7,3,350
3,34618,0.7,3,351
3,32086,0.8,3,352
3,1519,0.9,3,353
3,889,0.9,3,354
3,20787,0.7,3,355
3,13535,0.8,3,356
3,10396,0.8,3,357
3,22789,0.8,3,358
3,10030,0.9,3,359
3,7674,0.8,3,360
3,5081,0.8,3,63
3,7817,0.7,3,361
3,17895,1.0,3,362
3,2904,0.8,3,162
3,17729,0.7,3,363
3,30831,0.9,3,45
3,31952,0.7,3,364
3,11887,0.8,3,365
3,8876,0.8,3,366
3,33206,0.8,3,367
3,31798,0.8,3,368
3,7593,0.6,3,369
3,22535,0.8,3,35
3,16732,0.7,3,370
3,32281,0.9,3,36
3,3229,0.7,3,371
3,11079,0.7,3,372
3,36407,0.6,3,373
3,3464,0.7,3,374
3,34451,0.9,3,375
3,24439,0.7,3,376
3,6205,0.6,3,377
3,14807,0.9,3,378
3,5205,1.0,3,379
3,5204,0.7,3,380
3,4282,0.8,3,381
3,32937,0.8,3,57
3,4280,0.8,3,382
3,8841,0.7,3,383
3,15379,0.7,3,384
3,2494,0.7,3,385
3,10620,0.8,3,142
3,2963,0.7,3,386
3,20541,0.7,3,387
3,11761,0.7,3,388
3,10110,0.7,3,389
3,10721,0.8,3,390
3,31845,0.6,3,391
3,10397,0.7,3,392
3,33487,0.7,3,393
3,21863,0.7,3,394
3,10213,0.7,3,395
3,31741,0.8,3,396
3,24455,0.7,3,397
3,3654,0.8,3,398
3,189,0.7,3,140
3,13655,0.7,3,399
3,7148,0.7,3,400
3,18153,0.8,3,401
3,32949,0.8,3,402
3,43,0.8,3,403
3,10790,0.8,3,404
3,3783,0.8,3,405
3,13367,0.7,3,406
3,29095,0.8,3,407
3,7088,0.7,3,408
3,12189,0.8,3,409
3,10079,0.6,3,410
3,33241,0.7,3,411
3,36296,0.9,3,412
3,8074,0.7,3,169
3,15451,0.8,3,168
3,11617,0.7,3,413
3,5630,0.8,3,414
3,8630,0.7,3,415
3,15225,0.7,3,416
3,10187,0.8,3,417
3,2026,0.7,3,418
3,5150,0.8,3,419
3,15809,0.8,3,420
3,32648,0.8,3,421
3,6574,0.8,3,422
3,11785,0.7,3,423
3,13161,0.7,3,424
3,3782,0.8,3,425
3,29093,0.8,3,426
3,15059,0.8,3,427
3,22507,0.8,3,428
3,24703,0.8,3,167
3,18,0.8,3,429
3,3503,0.7,3,430
3,185,0.7,3,431
3,10568,0.8,3,432
3,16009,0.8,3,433
3,10080,0.8,3,434
3,8525,0.8,3,435
3,7054,0.8,3,436
3,14467,0.8,3,437
3,28387,0.7,3,438
3,15735,0.7,3,439
3,13331,0.7,3,440
3,3958,0.8,3,441
3,23121,0.6,3,442
3,29785,0.7,3,443
3,187,0.8,3,444
3,34542,0.8,3,170
3,37497,0.9,3,39
3,186,0.8,3,445
3,5781,0.9,3,446
3,36220,0.8,3,447
3,9041,0.7,3,448
4,7103,0.7,4,449
4,435,0.8,4,450
4,585,0.9,4,451
4,334,0.8,4,452
4,5030,0.5,4,453
4,158,0.6,4,454
4,273,0.7,4,455
4,164,0.7,4,18
4,1563,0.9,4,456
4,149,0.7,4,457
4,690,0.7,4,458
4,191,0.7,4,459
4,190,0.7,4,460
4,189,0.7,4,140
4,4898,0.7,4,461
4,146,0.6,4,462
4,3392,0.7,4,463
4,1579,0.9,4,464
4,6045,1.0,4,465
4,1691,0.8,4,466
4,2926,0.8,4,467
4,192,0.7,4,468
4,3655,0.8,4,469
4,1860,0.8,4,470
4,1698,0.8,4,471
4,2683,0.7,4,472
4,145,0.8,4,473
4,1043,0.7,4,474
4,182,0.8,4,475
4,849,0.8,4,476
4,3470,0.8,4,477
4,100,0.7,4,478
4,355,0.5,4,479
4,561,0.7,4,480
4,1914,0.8,4,481
4,4081,0.5,4,235
4,957,0.8,4,482
4,2369,0.8,4,483
4,238,0.7,4,484
4,1601,0.7,4,485
4,907,0.7,4,486
4,5530,0.7,4,487
4,853,0.9,4,488
4,1029,0.7,4,489
4,6023,0.7,4,223
4,3467,0.7,4,224
4,4477,0.9,4,490
4,1699,0.9,4,491
4,5680,0.8,4,492
4,101,0.8,4,493
4,578,0.7,4,6
4,831,0.7,4,494
4,4975,0.6,4,495
4,372,0.9,4,496
4,371,0.7,4,497
4,232,0.9,4,498
4,694,0.5,4,499
4,1689,1.0,4,13
4,1542,0.8,4,500
4,105,0.8,4,501
4,1222,0.8,4,502
4,819,0.8,4,503
4,150,0.9,4,504
4,68,0.7,4,14
4,530,0.7,4,505
4,104,0.8,4,506
4,3359,0.7,4,507
4,3549,0.8,4,508
4,4744,0.5,4,331
4,656,0.8,4,509
4,4224,0.9,4,98
4,4548,0.8,4,510
4,59,0.7,4,511
4,1575,1.0,4,70
4,2904,1.0,4,162
4,61,0.7,4,512
4,5630,0.8,4,414
4,4551,0.9,4,513
4,644,0.7,4,514
4,1142,0.9,4,515
4,16,0.9,4,516
4,476,0.7,4,517
4,1571,0.9,4,8
4,128,0.5,4,518
4,127,0.7,4,519
4,74,0.8,4,520
4,3731,0.9,4,521
4,4725,0.7,4,310
4,381,0.7,4,522
4,380,0.7,4,523
4,123,1.0,4,524
4,71,0.8,4,164
4,120,0.9,4,525
4,356,0.8,4,10
4,393,0.5,4,526
4,2035,0.9,4,527
4,345,0.8,4,528
4,1535,1.0,4,83
4,124,0.7,4,529
4,2105,0.7,4,530
4,5300,0.7,4,194
4,969,0.9,4,531
4,156,0.7,4,532
4,595,0.7,4,533
4,155,0.5,4,534
4,861,0.8,4,535
4,3091,0.9,4,536
4,4918,0.8,4,537
4,1562,0.8,4,538
4,3457,0.9,4,539
4,4752,0.9,4,540
4,177,0.9,4,541
4,807,0.7,4,542
4,4938,0.8,4,543
4,2685,0.8,4,544
4,178,0.8,4,545
4,179,0.6,4,546
4,743,0.7,4,547
5,617,0.5,5,548
5,14713,1.0,5,549
5,2034,0.9,5,23
5,1261,0.7,5,550
5,7593,0.7,5,369
5,256,0.8,5,551
5,9656,0.9,5,552
5,6045,1.0,5,465
5,21863,0.8,5,394
5,10460,0.8,5,553
5,7769,0.8,5,554
5,877,1.0,5,555
5,32899,0.9,5,556
5,6127,0.2,5,557
5,4224,0.9,5,98
5,1218,0.7,5,558
5,3044,1.0,5,559
5,513,0.8,5,560
5,7396,0.6,5,561
5,79,0.8,5,562
5,199,0.9,5,26
5,3186,1.0,5,563
5,846,1.0,5,564
5,24,1.0,5,565
5,30240,0.6,5,257
5,325,0.8,5,566
5,134,0.9,5,567
5,2963,1.0,5,386
5,37105,0.8,5,568
5,17777,0.6,5,569
5,241,0.9,5,570
5,487,0.8,5,571
5,36904,0.9,5,572
5,5112,1.0,5,573
5,8676,0.5,5,574
5,66,0.9,5,341
5,6287,0.6,5,575
5,6645,0.8,5,576
5,226,1.0,5,161
5,120,1.0,5,525
5,33222,0.7,5,577
5,2890,0.9,5,578
5,36873,0.7,5,579
6,437,0.8,6,580
6,1525,0.6,6,581
6,527,0.7,6,582
6,8297,0.5,6,583
6,4130,0.6,6,584
6,1943,1.0,6,585
6,9782,0.7,6,586
6,1047,0.8,6,31
6,1029,0.7,6,489
6,5957,0.7,6,587
6,10197,0.9,6,588
6,3358,0.9,6,589
6,10161,0.8,6,590
6,1982,0.7,6,591
6,2842,0.5,6,592
6,1119,0.6,6,593
6,11073,0.6,6,594
6,5526,0.6,6,595
6,4795,0.6,6,596
6,4793,0.6,6,597
6,5529,0.6,6,598
6,1709,0.6,6,599
6,6877,0.6,6,600
6,2363,0.7,6,601
6,2201,0.5,6,602
6,1121,0.6,6,603
6,1120,0.6,6,604
6,6953,0.1,6,605
6,1118,0.6,6,606
6,1117,0.6,6,607
6,528,0.7,6,608
6,1122,0.5,6,609
6,8857,0.7,6,610
6,4134,0.5,6,611
6,30,0.8,6,238
6,149,0.9,6,457
6,3057,0.2,6,612
6,276,0.6,6,613
6,9756,1.0,6,614
6,11981,1.0,6,615
6,10519,0.2,6,616
6,2911,0.8,6,617
6,273,0.4,6,455
6,4792,0.6,6,618
6,158,0.8,6,454
6,3468,0.7,6,619
6,10721,1.0,6,390
6,1972,0.7,6,620
6,522,0.7,6,621
6,512,0.7,6,622
6,32,0.9,6,623
6,1810,0.6,6,624
6,416,1.0,6,625
6,11883,0.3,6,626
6,11897,0.6,6,627
6,597,0.8,6,628
6,594,0.5,6,629
6,2144,0.3,6,55
6,936,0.4,6,54
6,279,0.8,6,630
6,442,0.7,6,53
6,2897,0.6,6,631
6,323,0.9,6,632
6,164,1.0,6,18
6,2235,0.8,6,633
6,8460,0.6,6,634
6,10620,0.8,6,142
6,20,0.5,6,52
6,1527,0.4,6,635
6,2605,0.8,6,636
6,659,0.8,6,637
6,3594,0.8,6,638
6,391,0.6,6,639
6,5141,0.9,6,640
6,13675,0.5,6,641
6,5118,0.9,6,642
6,849,1.0,6,476
6,2001,1.0,6,643
6,2290,0.6,6,644
6,5681,0.9,6,187
6,979,0.6,6,645
6,3470,0.6,6,477
6,3588,0.7,6,646
6,2616,0.6,6,647
6,2161,0.6,6,648
6,6607,0.3,6,649
6,2596,0.8,6,650
6,4107,0.9,6,651
6,6548,0.8,6,652
6,10294,0.7,6,653
6,523,0.7,6,654
6,6641,0.7,6,655
6,916,0.5,6,656
6,2236,0.9,6,21
6,11099,0.8,6,657
6,5947,0.9,6,658
6,9941,1.0,6,659
6,51,0.7,6,660
6,513,0.9,6,560
6,8348,0.7,6,661
6,4705,0.6,6,662
6,10622,0.8,6,663
6,3352,0.8,6,664
6,6505,0.9,6,665
6,907,0.8,6,486
6,4715,0.9,6,666
6,8840,0.7,6,667
6,6547,1.0,6,61
6,10067,0.8,6,668
6,1640,0.6,6,669
6,3080,0.8,6,670
6,6721,0.5,6,671
6,9989,1.0,6,326
6,1223,0.9,6,672
6,6950,0.3,6,673
6,1205,1.0,6,674
6,3401,0.7,6,675
6,1554,0.6,6,676
6,5168,0.5,6,677
6,6281,0.6,6,678
6,9846,0.7,6,679
6,54,0.7,6,680
6,3420,0.8,6,681
6,6535,0.4,6,682
6,6682,0.7,6,683
6,8800,0.8,6,684
6,6973,0.8,6,685
6,199,0.9,6,26
6,8063,0.8,6,686
6,9926,0.9,6,687
6,433,0.8,6,7
6,7739,0.1,6,688
6,7031,0.4,6,689
6,65,0.7,6,690
6,1719,0.9,6,691
6,2237,0.7,6,692
6,64,0.6,6,693
6,5080,0.4,6,694
6,11687,0.4,6,695
6,3772,0.5,6,696
6,557,0.5,6,697
6,2167,0.9,6,319
6,1593,0.7,6,698
6,3604,0.8,6,699
6,6984,0.8,6,700
6,5630,0.8,6,414
6,6372,0.7,6,701
6,6637,0.7,6,702
6,6399,0.7,6,703
6,3165,0.7,6,704
6,8074,0.7,6,169
6,1889,1.0,6,705
6,6064,0.5,6,706
6,10491,0.3,6,707
6,3652,0.9,6,708
6,2899,1.0,6,709
6,256,0.9,6,551
6,934,1.0,6,710
6,1220,0.7,6,711
6,1852,0.7,6,712
6,10497,0.9,6,713
6,4353,0.7,6,714
6,7472,0.7,6,715
6,5041,0.7,6,716
6,7596,0.8,6,717
6,9598,0.7,6,718
6,10477,0.9,6,719
6,7024,0.4,6,720
6,413,0.1,6,721
6,1030,0.8,6,722
6,7728,0.5,6,723
6,5060,0.9,6,724
6,9865,0.9,6,725
6,7337,0.8,6,726
6,8479,0.9,6,727
6,3298,0.8,6,728
6,850,0.9,6,729
6,578,0.8,6,6
6,431,0.9,6,5
6,572,0.7,6,730
6,1606,0.6,6,731
6,7030,0.5,6,732
6,486,0.9,6,733
6,2175,0.8,6,734
6,1379,0.9,6,735
6,1004,0.8,6,1
6,3466,0.8,6,736
6,43,0.9,6,403
6,467,0.8,6,737
6,1566,0.9,6,738
6,3447,0.5,6,739
6,1335,0.8,6,740
6,801,0.8,6,741
6,9333,0.8,6,742
6,9911,0.6,6,743
6,143,1.0,6,744
6,10298,0.6,6,745
6,7088,0.7,6,408
6,468,0.9,6,746
6,451,0.7,6,747
6,9041,0.4,6,448
6,9001,0.9,6,748
6,4966,0.5,6,749
6,9366,0.7,6,750
6,228,0.7,6,751
6,3713,0.7,6,752
6,3092,1.0,6,753
6,4814,1.0,6,754
6,6553,0.8,6,755
6,8339,0.8,6,756
6,7054,0.8,6,436
6,1594,0.8,6,757
6,555,0.5,6,758
6,2890,0.7,6,578
6,8187,0.7,6,759
6,11679,0.3,6,760
6,3841,0.8,6,761
6,4138,0.6,6,762
6,3962,0.7,6,763
6,60,0.6,6,764
6,4450,0.4,6,765
6,8628,0.8,6,766
6,2274,0.6,6,767
6,10713,0.7,6,768
6,1723,0.9,6,769
6,4181,0.9,6,770
6,6351,0.8,6,771
6,4059,0.9,6,772
6,1890,0.6,6,773
6,2768,0.7,6,774
6,1575,0.8,6,70
6,3087,0.8,6,775
6,5356,0.9,6,345
6,2251,0.9,6,342
6,3901,0.9,6,776
6,10396,0.8,6,357
6,12079,0.7,6,777
6,7059,0.7,6,778
6,1686,0.7,6,779
6,11689,0.3,6,780
6,2889,0.7,6,781
6,11869,0.6,6,782
6,2964,0.7,6,783
6,8939,0.7,6,784
6,7597,0.8,6,785
6,4177,0.9,6,786
6,1657,0.4,6,787
6,11691,0.7,6,788
6,1496,0.5,6,789
6,8728,0.7,6,790
6,2904,0.8,6,162
6,376,0.6,6,791
6,2759,0.8,6,792
6,3784,0.8,6,793
6,6922,0.6,6,794
6,227,0.6,6,314
6,11795,0.8,6,795
6,226,0.9,6,161
6,8178,0.7,6,796
6,72,0.6,6,797
6,121,1.0,6,9
6,5114,1.0,6,79
6,7902,0.8,6,798
6,908,0.6,6,799
6,430,0.8,6,0
6,71,0.7,6,164
6,1953,0.7,6,800
6,8408,0.9,6,801
6,4158,0.7,6,802
6,5163,0.8,6,803
6,514,0.6,6,804
6,1,0.6,6,318
6,2724,0.7,6,805
6,11843,0.8,6,288
6,2025,0.7,6,287
6,6746,1.0,6,277
6,4182,0.7,6,806
6,1535,0.7,6,83
6,552,0.7,6,807
6,1313,0.7,6,808
6,2961,0.7,6,809
6,1132,0.5,6,810
6,874,0.6,6,811
6,6880,0.7,6,283
6,10714,0.8,6,812
6,554,0.3,6,813
6,10716,0.7,6,814
6,10715,0.8,6,815
6,3485,0.7,6,816
6,2404,0.7,6,817
6,1894,0.3,6,19
6,481,0.4,6,818
6,4548,0.7,6,510
6,6748,0.7,6,819
6,1543,0.7,6,820
6,553,0.9,6,821
6,11915,0.3,6,822
6,1958,0.7,6,823
6,9331,0.8,6,824
6,3070,0.4,6,825
6,6616,1.0,6,826
6,5365,1.0,6,827
6,4066,0.8,6,828
6,1650,0.7,6,829
6,9777,0.4,6,830
6,10717,0.7,6,831
6,688,0.7,6,832
6,689,0.8,6,833
6,3457,0.9,6,539
6,1607,0.7,6,834
6,3737,0.5,6,835
7,8768,0.6,7,836
7,431,0.9,7,5
7,14713,0.7,7,549
7,7088,0.7,7,408
7,5680,0.9,7,492
7,9617,1.0,7,837
7,7791,0.9,7,838
7,7054,0.8,7,436
7,1691,0.7,7,466
7,1195,0.8,7,196
7,3712,0.7,7,839
7,1840,0.8,7,840
7,11319,0.8,7,841
7,14813,0.7,7,94
7,18245,0.8,7,842
7,10162,1.0,7,843
7,4224,0.8,7,98
7,14227,0.9,7,211
7,8074,0.7,7,169
7,16011,0.8,7,212
7,22319,0.9,7,150
7,6205,0.5,7,377
7,11617,0.7,7,413
7,15037,0.7,7,844
7,13161,0.7,7,424
7,6682,0.6,7,683
7,11759,0.7,7,845
7,102,0.7,7,846
7,22199,0.8,7,127
7,8676,0.8,7,574
7,6547,0.9,7,61
7,11433,0.9,7,325
7,21995,0.8,7,847
7,7647,0.7,7,322
7,5081,0.8,7,63
7,22789,0.9,7,358
7,15809,0.8,7,420
7,21405,0.8,7,848
7,4181,1.0,7,770
7,20021,0.8,7,849
7,15583,0.7,7,295
7,19163,0.8,7,285
7,6880,0.7,7,283
7,226,0.9,7,161
7,5114,1.0,7,79
7,23289,0.7,7,304
7,17895,0.9,7,362
7,8425,0.8,7,850
7,10793,0.8,7,851
7,2167,0.9,7,319
7,21881,0.7,7,106
7,10521,0.9,7,201
7,14289,0.9,7,852
7,6007,0.9,7,853
7,5341,0.9,7,854
7,2966,0.9,7,855
7,12355,0.9,7,856
7,19815,0.8,7,116
7,11597,0.7,7,225
7,18897,0.7,7,244
7,16067,0.7,7,232
7,2926,0.7,7,467
7,19221,0.7,7,273
7,15315,0.8,7,227
7,10620,0.9,7,142
7,14833,0.7,7,857
7,20785,0.8,7,858
7,11981,0.9,7,615
7,9756,0.8,7,614
7,15379,0.8,7,384
7,16001,0.8,7,859
7,11887,0.9,7,365
7,11757,0.8,7,107
7,16762,0.8,7,860
7,8476,0.7,7,861
7,10711,0.7,7,272
7,15775,0.9,7,862
7,8407,0.5,7,175
7,5958,0.5,7,174
7,16498,0.8,7,129
7,21843,0.8,7,863
7,199,1.0,7,26
7,2476,0.7,7,864
7,11499,0.7,7,147
7,13759,1.0,7,124
7,20047,0.8,7,865
7,710,0.6,7,866
8,16742,0.5,8,203
8,4181,0.9,8,770
8,31297,0.9,8,867
8,32093,0.8,8,216
8,23273,0.7,8,85
8,10161,0.6,8,590
8,31,0.8,8,868
8,30,0.9,8,238
8,14713,0.6,8,549
8,10408,0.9,8,869
8,578,0.9,8,6
8,33222,0.9,8,577
8,226,0.7,8,161
8,2167,0.8,8,319
8,22199,0.7,8,127
8,31043,0.6,8,64
8,18671,0.8,8,870
8,11701,0.7,8,871
10,3652,0.8,9,708
10,934,0.9,9,710
10,1889,0.9,9,705
10,10491,0.5,9,707
11,11759,0.7,10,845
11,6280,0.4,10,872
11,8516,0.8,10,873
11,9471,0.9,10,874
